url_length,hostname_length,num_dots,num_hyphens,num_subdomains,has_ip,has_at_symbol,has_double_slash,is_https,num_digits_domain,suspicious_words,domain_length,label
32,23,2,0,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
47,12,2,0,1,0,0,0,1,0,0,4,1
175,15,2,3,1,0,0,0,1,0,0,6,1
38,12,1,0,0,0,0,0,1,0,0,5,1
30,21,2,1,1,0,0,0,1,0,0,3,1
27,18,2,0,1,0,0,0,1,0,0,7,1
28,19,2,0,1,0,0,0,1,0,0,3,1
51,21,3,0,2,0,0,0,1,0,0,5,1
37,28,2,2,1,0,0,0,1,0,0,6,1
175,15,2,1,1,0,0,0,1,0,0,6,1
12,0,1,0,0,0,0,0,0,0,0,8,0
175,15,2,1,1,0,0,0,1,0,0,6,1
75,21,2,0,1,0,0,0,1,8,0,9,1
36,27,2,2,1,0,0,0,1,0,0,6,1
67,7,1,0,0,0,0,0,1,0,0,4,1
28,19,2,0,1,0,0,0,1,5,0,9,1
6,0,1,0,0,0,0,0,0,0,0,3,0
8,0,1,0,0,0,0,0,0,0,0,4,0
22,7,1,0,0,0,0,0,1,0,0,4,1
21,6,1,1,0,0,0,0,1,0,0,3,1
190,15,3,3,1,0,0,0,1,0,0,6,1
73,16,3,0,0,0,0,0,1,0,0,11,1
72,63,2,0,1,0,0,0,1,0,0,10,1
41,6,1,3,0,0,0,0,1,0,0,3,1
51,42,2,4,1,0,0,0,1,0,1,6,1
99,15,2,0,1,0,0,0,1,0,0,6,1
8,0,1,0,0,0,0,0,0,0,0,5,0
78,15,2,0,1,0,0,0,1,0,0,6,1
29,17,2,0,1,0,0,0,1,0,0,9,1
51,31,2,3,1,0,0,0,1,0,0,12,1
24,15,2,0,1,0,0,0,1,0,0,6,1
38,29,2,3,1,0,0,0,1,0,0,3,1
9,0,1,1,0,0,0,0,0,0,0,5,0
24,15,2,0,1,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
79,15,2,1,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
102,15,3,2,0,0,0,0,1,0,0,11,1
62,43,3,1,1,0,0,0,1,1,0,2,1
8,0,1,0,0,0,0,0,0,0,0,5,0
22,7,1,0,0,0,0,0,1,0,0,4,1
27,9,1,0,0,0,0,0,1,0,0,6,1
48,39,2,2,1,0,0,0,1,0,0,6,1
46,37,2,0,1,0,0,0,1,0,0,11,1
57,48,2,0,1,0,0,0,1,0,0,6,1
62,53,2,0,1,0,0,0,1,0,0,6,1
21,12,2,0,1,0,0,0,1,0,0,5,1
27,18,2,0,1,0,0,0,1,0,0,7,1
44,30,2,2,1,0,0,0,1,0,0,9,1
10,0,1,0,0,0,0,0,0,0,0,7,0
35,26,2,0,1,0,0,0,1,0,0,7,1
37,28,2,1,1,0,0,0,1,0,0,5,1
48,17,1,1,0,0,0,0,1,0,0,13,1
42,11,1,0,0,0,0,0,1,2,0,7,1
39,30,2,1,1,0,0,0,1,0,0,11,1
12,0,1,0,0,0,0,0,0,0,0,8,0
30,21,2,1,1,0,0,0,1,0,0,3,1
44,16,1,5,0,0,0,0,1,0,1,11,1
46,29,2,1,1,0,0,0,1,0,0,9,1
26,17,2,0,1,0,0,0,1,0,0,6,1
46,32,2,1,1,0,0,0,1,0,0,9,1
547,29,10,1,2,0,0,0,1,0,0,13,1
134,15,3,3,1,0,0,0,1,0,0,6,1
43,30,2,1,1,0,0,0,1,0,0,9,1
36,16,2,0,1,0,0,0,1,0,0,8,1
63,43,3,1,1,0,0,0,1,1,0,2,1
29,20,2,0,1,0,0,0,1,0,0,6,1
29,20,2,0,1,0,0,0,1,0,0,12,1
40,9,1,0,0,0,0,0,1,2,0,5,1
175,15,2,3,1,0,0,0,1,0,0,6,1
36,27,2,1,1,0,0,0,1,0,0,11,1
36,27,2,0,1,0,0,0,1,0,0,11,1
37,23,2,2,1,0,0,0,1,0,0,9,1
24,16,2,0,1,0,0,0,1,0,1,5,1
25,16,2,0,1,0,0,0,1,0,0,3,1
39,26,2,1,1,0,0,0,1,0,0,9,1
67,7,1,0,0,0,0,0,1,0,0,4,1
47,38,2,2,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
21,6,1,1,0,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
50,28,2,3,1,0,0,0,1,0,0,9,1
33,24,2,1,1,0,0,0,1,0,0,11,1
62,43,3,1,1,0,0,0,1,1,0,2,1
22,7,1,0,0,0,0,0,1,0,0,4,1
21,6,1,1,0,0,0,0,1,0,0,3,1
22,6,1,0,0,0,0,0,1,0,0,3,1
29,22,2,0,1,0,0,0,0,7,0,10,1
83,74,3,0,2,0,0,0,1,0,0,4,1
24,15,2,0,1,0,0,0,1,0,0,7,1
21,12,1,0,0,0,0,0,1,0,0,7,1
20,6,1,0,0,0,0,0,1,0,0,3,1
41,32,5,0,4,0,0,0,1,0,0,7,1
30,21,2,0,1,0,0,0,1,0,0,3,1
22,6,1,0,0,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
12,0,1,0,0,0,0,0,0,0,0,9,0
40,31,2,1,1,0,0,0,1,0,0,5,1
21,6,1,1,0,0,0,0,1,0,0,3,1
34,25,2,0,1,0,0,0,1,0,0,6,1
51,21,3,0,2,0,0,0,1,0,0,5,1
31,22,1,2,0,0,0,0,1,0,0,18,1
190,15,3,2,1,0,0,0,1,0,0,6,1
51,21,3,0,2,0,0,0,1,0,0,5,1
21,6,1,1,0,0,0,0,1,0,0,3,1
22,6,1,0,0,0,0,0,1,0,0,3,1
10,0,1,0,0,0,0,0,0,0,0,7,0
22,7,1,0,0,0,0,0,1,0,0,4,1
42,14,2,0,1,0,0,0,1,0,0,7,1
6,0,1,0,0,0,0,0,0,0,0,3,0
65,15,2,0,1,0,0,0,1,0,0,7,1
37,19,2,0,1,0,0,0,0,0,0,9,1
36,27,2,1,1,0,0,0,1,0,0,3,1
30,21,2,0,1,0,0,0,1,0,0,6,1
47,40,2,2,1,0,0,0,0,8,0,18,1
22,6,1,0,0,0,0,0,1,0,0,3,1
31,22,2,1,1,0,0,0,1,0,0,14,1
22,6,1,0,0,0,0,0,1,0,0,3,1
11,0,1,0,0,0,0,0,0,0,0,7,0
23,8,2,0,1,0,0,0,1,0,0,3,1
44,16,2,0,1,0,0,0,1,0,0,6,1
12,0,1,0,0,0,0,0,0,3,0,8,0
22,7,1,0,0,0,0,0,1,0,0,4,1
7,0,1,0,0,0,0,0,0,0,0,3,0
31,22,2,0,1,0,0,0,1,0,0,6,1
6,0,1,0,0,0,0,0,0,0,0,3,0
47,18,2,1,0,0,0,0,1,0,0,15,1
51,21,3,0,2,0,0,0,1,0,0,5,1
83,74,3,0,2,0,0,0,1,0,0,4,1
11,0,1,0,0,0,0,0,0,1,0,7,0
6,0,1,0,0,0,0,0,0,0,0,3,0
36,27,2,1,1,0,0,0,1,0,0,11,1
16,0,1,0,0,0,0,0,0,0,0,12,0
12,0,1,0,0,0,0,0,0,0,0,9,0
23,8,2,0,1,0,0,0,1,0,0,3,1
16,0,1,0,0,0,0,0,0,0,0,12,0
217,26,4,1,0,0,1,0,1,0,0,22,1
27,18,2,0,1,0,0,0,1,0,0,3,1
32,23,2,0,1,0,0,0,1,0,0,3,1
175,15,2,1,1,0,0,0,1,0,0,6,1
20,6,1,1,0,0,0,0,1,0,0,3,1
146,15,3,0,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
842,24,3,12,1,0,0,0,1,0,0,16,1
35,28,2,0,1,0,0,0,0,14,0,16,1
36,27,2,1,1,0,0,0,1,0,0,6,1
14,0,1,1,0,0,0,0,0,0,0,10,0
9,0,1,0,0,0,0,0,0,0,0,5,0
29,20,2,2,1,0,0,0,1,5,0,12,1
15,0,1,0,0,0,0,0,0,0,0,11,0
21,6,1,1,0,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
22,7,1,0,0,0,0,0,1,0,0,4,1
44,16,2,0,1,0,0,0,1,0,0,6,1
43,29,2,2,1,0,0,0,1,0,0,9,1
21,6,1,1,0,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
87,15,2,0,1,0,0,0,1,0,0,6,1
178,15,3,2,1,0,0,0,1,0,0,6,1
11,0,2,0,0,0,0,0,0,0,0,5,0
22,7,1,0,0,0,0,0,1,0,0,4,1
22,7,1,0,0,0,0,0,1,0,0,4,1
45,16,2,0,1,0,0,0,1,0,0,6,1
10,0,1,0,0,0,0,0,0,0,0,5,0
35,26,2,2,1,0,0,0,1,0,0,6,1
26,18,1,0,0,0,0,0,0,0,0,14,1
48,36,3,0,1,0,0,0,1,8,0,18,1
17,0,1,0,0,0,0,0,0,0,0,13,0
14,0,1,0,0,0,0,0,0,0,0,10,0
58,25,2,0,1,0,0,0,1,0,0,6,1
13,0,1,1,0,0,0,0,0,2,0,9,0
190,15,3,2,1,0,0,0,1,0,0,6,1
75,10,3,0,1,0,0,0,1,0,1,3,1
30,21,2,1,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
173,15,2,2,1,0,0,0,1,0,0,6,1
83,74,3,0,2,0,0,0,1,0,0,4,1
10,0,1,0,0,0,0,0,0,0,0,6,0
47,38,2,0,1,0,0,0,1,0,1,6,1
22,6,1,0,0,0,0,0,1,0,0,3,1
57,16,1,0,0,0,0,0,0,0,0,13,1
118,48,2,12,1,0,0,0,0,5,0,28,1
15,0,1,0,0,0,0,0,0,0,0,11,0
21,5,1,0,0,0,0,0,1,0,0,2,1
38,31,2,1,1,0,0,0,0,5,0,11,1
37,28,2,0,1,0,0,0,1,0,0,11,1
22,7,1,0,0,0,0,0,1,0,0,4,1
20,6,1,0,0,0,0,0,1,0,0,3,1
77,24,5,0,2,0,1,0,1,0,0,6,1
24,16,2,0,1,0,0,0,1,0,0,3,1
85,7,1,0,0,0,0,0,1,0,0,4,1
25,16,2,0,1,0,0,0,1,0,0,3,1
38,29,2,1,1,0,0,0,1,0,0,11,1
30,17,2,0,1,0,0,0,1,0,0,9,1
34,14,2,1,0,0,0,0,1,0,0,10,1
23,8,2,0,1,0,0,0,1,0,0,3,1
63,43,3,1,1,0,0,0,1,1,0,2,1
62,43,3,1,1,0,0,0,1,1,0,2,1
31,22,2,0,1,0,0,0,1,0,0,3,1
121,15,3,1,1,0,0,0,1,0,0,7,1
8,0,1,0,0,0,0,0,0,0,0,4,0
51,21,3,0,2,0,0,0,1,0,0,5,1
33,24,2,2,1,0,0,0,1,0,0,6,1
31,22,2,0,1,0,0,0,1,0,0,6,1
32,25,2,0,1,0,0,0,0,13,0,13,1
174,15,2,3,1,0,0,0,1,0,0,6,1
38,31,2,0,1,0,0,0,0,0,0,5,1
11,0,1,0,0,0,0,0,0,0,0,7,0
43,20,3,0,1,0,0,0,1,1,0,8,1
36,12,1,1,0,0,0,1,1,0,0,9,1
39,15,2,0,1,0,0,0,1,0,0,7,1
62,43,3,1,1,0,0,0,1,1,0,2,1
23,8,2,0,1,0,0,0,1,0,0,3,1
47,11,1,3,0,0,0,0,1,0,0,7,1
29,20,2,0,1,0,0,0,1,0,0,6,1
41,27,2,1,1,0,0,0,1,0,0,9,1
45,16,2,0,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
22,7,1,0,0,0,0,0,1,0,0,4,1
131,15,2,1,1,0,0,0,1,0,0,8,1
22,7,1,0,0,0,0,0,1,0,0,4,1
62,41,3,0,1,0,0,0,1,8,0,30,1
80,24,6,0,2,0,0,0,1,0,0,6,1
51,21,3,0,2,0,0,0,1,0,0,5,1
51,21,3,0,2,0,0,0,1,0,0,5,1
41,27,2,2,1,0,0,0,1,0,0,9,1
175,15,2,2,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
36,16,2,0,1,0,0,0,1,0,0,8,1
22,7,1,0,0,0,0,0,1,0,0,4,1
74,29,2,4,1,0,0,0,1,6,0,9,1
233,23,2,0,1,0,0,0,1,0,0,5,1
44,37,2,2,1,0,0,0,0,0,0,7,1
243,17,6,2,1,0,1,0,1,0,0,8,1
39,16,1,0,0,0,0,0,1,0,0,12,1
62,43,3,1,1,0,0,0,1,1,0,2,1
175,15,2,3,1,0,0,0,1,0,0,6,1
87,79,3,1,2,0,0,0,1,0,0,11,1
46,31,2,4,1,0,0,0,1,0,0,7,1
30,15,4,0,0,1,0,0,0,12,0,15,1
175,15,2,2,1,0,0,0,1,0,0,6,1
111,6,4,0,0,0,0,0,1,0,1,2,1
84,15,2,1,1,0,0,0,1,0,0,6,1
43,14,2,0,0,0,0,0,1,0,1,11,1
191,13,13,0,0,1,0,0,0,10,2,13,1
22,7,1,0,0,0,0,0,1,0,0,4,1
39,30,2,2,1,0,0,0,1,0,0,6,1
55,21,3,2,2,0,0,0,1,0,0,4,1
97,74,4,0,2,0,1,0,1,0,0,4,1
41,32,2,0,1,0,0,0,1,0,0,11,1
21,6,1,1,0,0,0,0,1,0,0,3,1
27,18,1,1,0,0,0,0,1,0,0,14,1
55,11,2,0,0,0,0,0,1,0,1,7,1
27,6,1,0,0,0,0,0,1,0,0,3,1
22,7,1,0,0,0,0,0,1,0,0,4,1
190,15,3,4,1,0,0,0,1,0,0,6,1
175,15,2,2,1,0,0,0,1,0,0,6,1
24,6,1,1,0,0,0,0,1,0,0,3,1
113,15,2,0,1,0,0,0,1,0,0,6,1
29,20,2,0,1,0,0,0,1,0,0,3,1
44,31,2,0,1,0,0,0,1,0,0,9,1
31,8,1,0,0,0,0,0,1,0,0,5,1
40,31,2,2,1,0,0,0,1,0,1,9,1
32,9,1,0,0,0,0,0,1,0,0,4,1
30,13,2,1,1,0,0,0,1,0,0,6,1
28,11,1,0,0,0,0,0,1,0,0,7,1
68,7,1,0,0,0,0,0,1,0,0,4,1
35,26,2,1,1,0,0,0,1,0,0,10,1
63,22,2,1,1,0,0,0,0,0,0,13,1
19,0,1,0,0,0,0,0,0,0,0,15,0
27,18,2,0,1,0,0,0,1,0,0,6,1
12,0,1,0,0,0,0,0,0,0,0,8,0
30,21,2,1,1,0,0,0,1,0,0,3,1
25,16,2,0,1,0,0,0,1,0,0,3,1
83,74,3,0,2,0,0,0,1,0,0,4,1
34,25,2,0,1,0,0,0,1,0,0,6,1
32,23,2,0,1,0,0,0,1,0,0,7,1
39,25,2,2,1,0,0,0,1,0,0,9,1
10,0,1,0,0,0,0,0,0,0,0,6,0
39,31,2,1,1,0,0,0,0,7,0,10,1
35,26,2,1,1,0,0,0,1,0,0,3,1
41,32,2,0,1,0,0,0,1,0,0,11,1
22,13,2,0,1,0,0,0,1,0,0,6,1
7,0,1,0,0,0,0,0,0,0,0,3,0
54,16,2,0,1,0,0,0,1,0,0,6,1
43,29,2,1,1,0,0,0,1,0,0,9,1
235,23,2,0,1,0,0,0,1,0,0,5,1
83,74,3,0,2,0,0,0,1,0,0,4,1
22,6,1,0,0,0,0,0,1,0,0,3,1
29,20,2,0,1,0,0,0,1,0,0,6,1
13,0,1,0,0,0,0,0,0,0,0,10,0
16,0,1,0,0,0,0,0,0,2,0,12,0
20,0,1,0,0,0,0,0,0,0,0,16,0
36,27,2,2,1,0,0,0,1,0,0,6,1
40,31,1,2,0,0,0,0,1,0,0,27,1
21,6,1,1,0,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
47,12,2,0,1,0,0,0,1,0,0,4,1
36,15,1,1,0,0,0,0,1,0,0,11,1
84,39,2,4,1,0,0,0,0,10,0,18,1
21,6,1,1,0,0,0,0,1,0,0,3,1
51,21,3,0,2,0,0,0,1,0,0,5,1
42,14,2,0,1,0,0,0,1,0,0,7,1
21,6,1,1,0,0,0,0,1,0,0,3,1
34,26,3,0,1,0,0,0,0,0,0,6,1
15,0,1,0,0,0,0,0,0,0,0,11,0
43,35,2,2,1,0,0,0,1,0,0,5,1
51,42,3,8,1,0,0,0,1,0,0,13,1
27,18,2,1,1,0,0,0,1,0,0,5,1
22,7,1,0,0,0,0,0,1,0,0,4,1
167,15,2,1,1,0,0,0,1,0,0,6,1
112,16,3,5,1,0,0,0,1,0,0,5,1
175,15,2,3,1,0,0,0,1,0,0,6,1
21,6,1,1,0,0,0,0,1,0,0,3,1
31,13,1,0,0,0,0,0,1,0,0,10,1
35,26,2,1,1,0,0,0,1,0,0,5,1
75,24,2,1,1,0,0,0,1,0,0,16,1
52,16,2,2,1,0,0,0,1,0,0,6,1
12,0,1,0,0,0,0,0,0,0,0,8,0
23,0,1,2,0,0,0,0,0,5,0,19,0
76,25,2,1,1,0,0,0,1,0,0,16,1
104,22,3,0,1,0,0,0,1,0,0,9,1
62,43,3,1,1,0,0,0,1,1,0,2,1
28,19,2,1,1,0,0,0,1,0,0,3,1
24,15,1,1,0,0,0,0,1,0,0,11,1
57,34,4,1,2,0,0,0,0,0,0,9,1
49,23,2,0,1,0,0,0,1,0,0,8,1
22,7,1,0,0,0,0,0,1,0,0,4,1
29,20,2,1,1,0,0,0,1,0,0,6,1
28,19,2,0,1,0,0,0,1,0,0,3,1
42,33,2,3,1,0,0,0,1,0,0,18,1
21,12,1,1,0,0,0,0,1,0,0,7,1
38,29,2,1,1,0,0,0,1,0,0,11,1
23,8,2,0,1,0,0,0,1,0,0,3,1
34,26,3,0,2,0,0,0,1,0,0,2,1
9,0,1,0,0,0,0,0,0,0,0,5,0
116,15,3,2,1,0,0,0,1,0,0,7,1
190,15,3,1,1,0,0,0,1,0,0,6,1
13,0,1,0,0,0,0,0,0,0,0,9,0
175,15,2,1,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
37,24,2,0,1,0,0,0,1,0,0,16,1
29,17,2,0,1,0,0,0,1,2,0,9,1
50,31,2,2,1,0,0,0,1,0,0,9,1
232,24,2,0,1,0,0,0,1,3,0,6,1
28,11,1,0,0,0,0,0,1,0,0,7,1
84,15,2,2,1,0,0,0,1,0,0,6,1
46,37,2,0,1,0,0,0,1,0,0,6,1
175,15,2,3,1,0,0,0,1,0,0,6,1
27,18,2,2,1,0,0,0,1,0,0,8,1
41,27,2,2,1,0,0,0,1,0,0,9,1
87,15,2,0,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
15,0,1,1,0,0,0,0,0,0,0,11,0
73,40,2,2,1,0,0,0,1,0,0,14,1
83,74,3,0,2,0,0,0,1,0,0,4,1
15,0,1,0,0,0,0,0,0,0,0,11,0
37,28,2,1,1,0,0,0,1,0,0,11,1
21,6,1,1,0,0,0,0,1,0,0,3,1
281,43,6,2,1,0,0,0,1,1,0,2,1
21,6,1,1,0,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
83,74,3,0,2,0,0,0,1,0,0,4,1
175,15,2,1,1,0,0,0,1,0,0,6,1
127,61,3,4,1,0,0,0,1,0,0,20,1
13,0,1,1,0,0,0,0,0,1,0,9,0
50,21,1,2,0,0,0,0,1,0,0,17,1
60,28,3,2,2,0,0,0,1,0,0,7,1
121,43,3,1,1,0,0,0,1,1,0,2,1
31,22,2,0,1,0,0,0,1,0,0,6,1
42,11,1,0,0,0,0,0,1,4,0,7,1
16,0,1,0,0,0,0,0,0,0,0,10,0
33,24,2,0,1,0,0,0,1,0,0,6,1
34,25,2,1,1,0,0,0,1,0,0,11,1
20,6,1,0,0,0,0,0,1,0,0,2,1
44,30,2,2,1,0,0,0,1,0,0,9,1
178,15,3,2,1,0,0,0,1,0,0,6,1
41,32,2,0,1,0,0,0,1,0,0,6,1
31,13,3,0,1,0,0,0,1,0,0,2,1
7,0,1,0,0,0,0,0,0,1,0,3,0
22,7,1,0,0,0,0,0,1,0,0,4,1
32,23,2,1,1,0,0,0,1,0,0,7,1
34,25,2,0,1,0,0,0,1,0,0,6,1
49,20,3,0,0,0,0,0,1,0,0,13,1
38,29,2,3,1,0,0,0,1,0,0,3,1
12,0,1,0,0,0,0,0,0,0,0,8,0
8,0,1,0,0,0,0,0,0,0,0,4,0
22,7,1,0,0,0,0,0,1,0,0,4,1
9,0,1,0,0,0,0,0,0,0,0,6,0
178,15,3,3,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
21,6,1,1,0,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
24,7,1,0,0,0,0,0,1,0,0,4,1
22,6,1,0,0,0,0,0,1,0,0,3,1
11,0,1,0,0,0,0,0,0,3,0,8,0
21,6,1,1,0,0,0,0,1,0,0,3,1
29,20,2,0,1,0,0,0,1,0,0,6,1
39,30,2,1,1,0,0,0,1,0,0,11,1
43,34,2,0,1,0,0,0,1,0,0,5,1
23,8,2,0,1,0,0,0,1,0,0,3,1
36,21,2,0,1,0,0,0,1,0,0,13,1
21,6,1,1,0,0,0,0,1,0,0,3,1
39,30,2,0,1,0,0,0,1,0,0,6,1
12,0,1,0,0,0,0,0,0,2,0,8,0
29,9,1,0,0,0,0,0,1,0,0,6,1
37,10,1,0,0,0,0,0,1,0,0,7,1
22,6,1,0,0,0,0,0,1,0,0,3,1
42,33,2,6,1,0,0,0,1,0,0,9,1
84,15,2,1,1,0,0,0,1,0,0,6,1
21,6,1,1,0,0,0,0,1,0,0,3,1
33,15,2,0,1,0,0,0,1,0,1,6,1
54,17,2,0,1,0,0,0,1,0,0,7,1
22,6,1,0,0,0,0,0,1,0,0,3,1
32,25,2,0,1,0,0,0,0,5,0,5,1
21,6,1,1,0,0,0,0,1,0,0,3,1
11,0,1,1,0,0,0,0,0,0,0,8,0
31,22,2,0,1,0,0,0,1,0,0,6,1
131,15,2,1,1,0,0,0,1,0,0,6,1
32,23,1,2,0,0,0,0,1,0,0,19,1
175,15,2,2,1,0,0,0,1,0,0,6,1
178,15,3,1,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
47,38,2,2,1,0,0,0,1,0,1,6,1
41,34,2,2,1,0,0,0,0,0,0,7,1
178,15,3,3,1,0,0,0,1,0,0,6,1
32,25,2,0,1,0,0,0,0,0,1,7,1
34,6,1,0,0,0,0,0,1,0,0,3,1
84,15,2,1,1,0,0,0,1,0,0,6,1
26,17,2,0,1,0,0,0,1,0,0,6,1
16,0,1,0,0,0,0,0,0,0,0,12,0
34,15,1,0,0,0,0,0,1,0,0,11,1
46,32,2,1,1,0,0,0,1,0,0,9,1
13,0,1,1,0,0,0,0,0,2,0,9,0
23,8,2,0,1,0,0,0,1,0,0,3,1
45,37,2,2,1,0,0,0,0,11,0,16,1
175,15,2,1,1,0,0,0,1,0,0,6,1
23,15,1,0,0,0,0,0,1,0,0,10,1
13,0,1,0,0,0,0,0,0,0,0,9,0
38,11,1,1,0,0,0,0,1,0,0,7,1
22,6,1,0,0,0,0,0,1,0,0,3,1
77,68,3,6,2,0,0,0,1,0,0,6,1
103,7,2,0,0,0,0,0,1,0,0,4,1
117,25,2,16,1,0,0,0,1,3,0,5,1
119,15,3,1,1,0,0,0,1,0,0,7,1
44,26,2,1,0,0,0,0,1,0,0,22,1
175,15,2,4,1,0,0,0,1,0,0,6,1
34,25,2,0,1,0,0,0,1,0,0,11,1
17,9,1,0,0,0,0,0,1,0,0,6,1
22,10,1,1,0,0,0,0,1,0,0,6,1
83,74,3,0,2,0,0,0,1,0,0,4,1
131,15,2,2,1,0,0,0,1,0,0,6,1
46,37,2,4,1,0,0,0,1,0,0,10,1
28,19,2,1,1,0,0,0,1,0,0,5,1
24,15,2,1,1,0,0,0,1,0,0,5,1
43,36,2,1,1,0,0,0,0,9,0,16,1
35,26,2,0,1,0,0,0,1,0,1,6,1
40,26,2,2,1,0,0,0,1,0,0,9,1
51,21,3,0,2,0,0,0,1,0,0,5,1
38,30,2,1,1,0,0,0,1,7,0,16,1
26,18,2,0,1,0,0,0,1,0,1,7,1
32,23,2,0,1,0,0,0,1,0,0,6,1
64,43,3,1,1,0,0,0,1,1,0,2,1
42,33,2,2,1,0,0,0,1,0,0,6,1
22,6,1,0,0,0,0,0,1,0,0,3,1
37,21,2,1,1,0,0,0,1,0,0,7,1
32,19,2,1,1,0,0,0,1,0,0,6,1
23,6,1,1,0,0,0,0,1,0,0,3,1
23,4,1,0,0,0,0,0,1,0,0,1,1
19,0,1,0,0,0,0,0,0,0,0,15,0
31,23,2,1,1,0,0,0,1,0,0,11,1
22,7,1,0,0,0,0,0,1,0,0,4,1
22,6,1,0,0,0,0,0,1,0,0,3,1
49,19,2,0,1,0,0,0,0,0,1,5,1
83,74,3,0,2,0,0,0,1,0,0,4,1
7,0,1,0,0,0,0,0,0,0,0,3,0
30,18,2,0,1,0,0,0,1,0,0,9,1
61,43,3,1,1,0,0,0,1,1,0,2,1
106,17,2,1,0,0,0,0,1,0,1,13,1
39,25,2,2,1,0,0,0,1,0,0,9,1
42,11,1,0,0,0,0,0,1,3,0,7,1
41,20,2,0,1,0,0,0,1,0,0,12,1
22,7,1,0,0,0,0,0,1,0,0,4,1
39,26,2,0,1,0,0,0,1,0,0,5,1
28,19,1,2,0,0,0,0,1,6,0,15,1
68,55,3,3,2,0,0,0,1,0,0,14,1
76,25,2,1,1,0,0,0,1,0,0,16,1
130,15,3,2,1,0,0,0,1,0,0,7,1
18,0,1,0,0,0,0,0,0,0,0,14,0
20,0,1,0,0,0,0,0,0,0,0,16,0
41,16,2,0,1,0,0,0,1,0,0,6,1
26,17,2,0,1,0,0,0,1,0,0,7,1
37,16,3,0,1,0,0,0,0,0,0,4,1
12,0,1,0,0,0,0,0,0,0,0,8,0
65,43,3,1,1,0,0,0,1,1,0,2,1
38,23,2,0,0,0,0,0,1,0,0,19,1
37,28,2,0,1,0,0,0,1,0,0,3,1
28,19,2,0,1,0,0,0,1,0,0,6,1
190,15,3,2,1,0,0,0,1,0,0,6,1
23,16,2,0,1,0,0,0,0,0,0,8,1
113,15,3,1,1,0,0,0,1,0,0,7,1
13,0,1,0,0,0,0,0,0,0,0,9,0
13,0,1,0,0,0,0,0,0,0,0,10,0
102,53,3,8,1,0,0,0,1,19,0,36,1
15,0,1,0,0,0,0,0,0,0,0,11,0
27,18,2,0,1,0,0,0,1,0,0,7,1
22,6,1,0,0,0,0,0,1,0,0,3,1
46,37,2,1,1,0,0,0,1,0,0,11,1
22,7,1,0,0,0,0,0,1,0,0,4,1
25,18,1,0,0,0,0,0,0,2,0,15,1
187,18,6,2,1,0,1,0,1,0,0,10,1
112,24,7,0,2,0,1,0,1,0,0,6,1
22,6,1,0,0,0,0,0,1,0,0,3,1
75,24,2,1,1,0,0,0,1,0,0,16,1
22,6,1,0,0,0,0,0,1,0,0,3,1
12,0,1,0,0,0,0,0,0,0,0,8,0
33,24,2,0,1,0,0,0,1,0,0,6,1
44,11,1,0,0,0,0,0,1,0,0,7,1
47,32,2,2,1,0,0,0,1,0,1,9,1
50,27,3,0,1,0,0,0,1,0,0,11,1
47,31,2,1,1,0,0,0,1,0,0,3,1
28,19,2,0,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
31,22,2,1,1,0,0,0,1,0,0,6,1
22,7,1,0,0,0,0,0,1,0,0,4,1
175,15,2,4,1,0,0,0,1,0,0,6,1
50,35,2,0,1,0,0,0,1,0,0,21,1
48,39,2,2,1,0,0,0,1,0,0,7,1
30,21,1,0,0,0,0,0,1,0,0,14,1
99,15,2,1,1,0,0,0,1,0,0,6,1
61,17,2,0,1,0,0,0,1,0,0,9,1
63,42,5,2,3,0,0,0,1,1,0,11,1
9,0,1,0,0,0,0,0,0,0,0,6,0
