url_length,hostname_length,num_dots,num_hyphens,num_subdomains,has_ip,has_at_symbol,has_double_slash,is_https,num_digits_domain,suspicious_words,domain_length,label
48,29,2,3,1,0,0,0,1,0,0,9,1
190,35,6,4,1,0,0,0,1,6,0,8,1
37,28,2,0,1,0,0,0,1,0,0,6,1
84,15,2,0,1,0,0,0,1,0,0,6,1
43,34,2,2,1,0,0,0,1,0,0,6,1
31,22,2,0,1,0,0,0,1,0,0,6,1
32,23,2,0,1,0,0,0,1,0,0,6,1
9,0,1,0,0,0,0,0,0,0,0,6,0
22,7,1,0,0,0,0,0,1,0,0,4,1
22,13,1,1,0,0,0,0,1,0,0,7,1
40,32,2,0,1,0,0,0,1,0,0,11,1
175,15,2,2,1,0,0,0,1,0,0,6,1
147,16,3,0,1,0,0,0,1,0,0,6,1
28,19,2,1,1,0,0,0,1,6,0,11,1
51,21,3,0,2,0,0,0,1,0,0,5,1
37,30,2,1,1,0,0,0,0,7,0,10,1
23,8,1,0,0,0,0,0,1,0,0,4,1
23,14,2,1,1,0,0,0,1,0,0,3,1
11,0,1,0,0,0,0,0,0,0,0,7,0
53,17,2,1,0,0,0,0,1,0,0,13,1
13,0,1,0,0,0,0,0,0,0,0,9,0
33,24,2,0,1,0,0,0,1,0,0,10,1
37,19,2,1,0,0,0,0,1,0,0,15,1
90,43,3,1,1,0,0,0,1,1,0,2,1
22,6,1,0,0,0,0,0,1,0,0,3,1
35,8,1,0,0,0,0,0,1,0,0,5,1
22,7,1,0,0,0,0,0,1,0,0,4,1
56,7,3,0,1,0,0,0,1,0,0,2,1
21,6,1,1,0,0,0,0,1,0,0,3,1
13,0,1,0,0,0,0,0,0,0,0,9,0
36,27,2,0,1,0,0,0,1,0,0,12,1
167,32,5,8,3,0,0,0,1,0,0,8,1
33,24,2,1,1,0,0,0,1,0,1,6,1
30,18,2,0,1,0,0,0,1,0,0,9,1
13,0,1,0,0,0,0,0,0,0,0,9,0
8,0,1,0,0,0,0,0,0,0,0,5,0
84,15,2,2,1,0,0,0,1,0,0,6,1
75,24,2,1,1,0,0,0,1,0,0,16,1
22,7,1,0,0,0,0,0,1,0,0,4,1
30,21,2,0,1,0,0,0,1,0,0,6,1
10,0,1,0,0,0,0,0,0,0,0,6,0
141,17,5,0,1,0,0,0,1,0,0,5,1
41,26,2,1,1,0,0,0,1,0,0,9,1
40,16,2,0,1,0,0,0,1,0,0,6,1
10,0,1,0,0,0,0,0,0,0,0,7,0
175,15,2,2,1,0,0,0,1,0,0,6,1
23,8,2,0,1,0,0,0,1,0,0,3,1
8,0,1,0,0,0,0,0,0,0,0,4,0
97,48,3,8,1,0,0,0,1,18,0,36,1
43,12,1,0,0,0,0,0,1,0,0,7,1
63,16,2,1,1,0,0,0,1,0,0,6,1
16,0,1,0,0,0,0,0,0,1,0,12,0
21,6,1,1,0,0,0,0,1,0,0,3,1
88,7,2,0,0,0,0,0,1,0,0,4,1
83,23,2,0,1,0,0,0,1,0,0,6,1
82,22,3,0,1,0,0,0,1,0,1,15,1
24,15,2,0,1,0,0,0,1,0,0,3,1
21,6,1,1,0,0,0,0,1,0,0,3,1
67,7,1,0,0,0,0,0,1,0,0,4,1
137,15,3,2,1,0,0,0,1,0,0,6,1
29,22,2,0,1,0,0,0,0,0,0,9,1
37,24,2,0,1,0,0,0,1,0,0,9,1
43,12,1,0,0,0,0,0,1,8,0,8,1
42,16,2,0,1,0,0,0,1,0,0,6,1
175,15,2,3,1,0,0,0,1,0,0,6,1
28,19,1,0,0,0,0,0,1,0,0,15,1
39,18,1,0,0,0,0,0,1,0,0,14,1
43,34,2,0,1,0,0,0,1,0,0,5,1
34,25,2,1,1,0,0,0,1,0,0,6,1
46,32,2,2,1,0,0,0,1,0,0,9,1
60,28,3,1,2,0,0,0,1,0,0,7,1
17,0,1,0,0,0,0,0,0,0,0,13,0
35,26,2,1,1,0,0,0,1,0,0,11,1
21,6,1,1,0,0,0,0,1,0,0,3,1
48,34,2,1,1,0,0,0,1,0,0,9,1
20,12,1,0,0,0,0,0,0,0,0,8,1
22,7,1,0,0,0,0,0,1,0,0,4,1
45,29,2,2,1,0,0,0,1,0,0,7,1
10,0,1,0,0,0,0,0,0,0,0,6,0
28,11,1,0,0,0,0,0,1,0,0,7,1
67,7,1,0,0,0,0,0,1,0,0,4,1
22,7,1,0,0,0,0,0,1,0,0,4,1
43,34,2,0,1,0,0,0,1,0,0,3,1
11,0,1,0,0,0,0,0,0,0,0,7,0
44,24,2,2,1,0,0,0,1,0,0,5,1
52,14,2,0,1,0,0,0,1,0,0,6,1
23,4,1,0,0,0,0,0,1,0,0,1,1
13,0,1,0,0,0,0,0,0,0,0,9,0
10,0,1,0,0,0,0,0,0,0,0,6,0
19,12,1,0,0,0,0,0,0,0,0,8,1
